name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,features_duration_ms,time_signature,n_beats,n_bars,popularity_confidence,processing,genre
Pai Nosso - Ao Vivo,213866,False,58,Padre Marcelo Rossi,Padre Marcelo Rossi Sem Limite,0.189,0.624,9,-7.389,1.0,0.045,0.0877,0.0,0.0628,0.282,183.259,213867,3.0,645.0,215.0,,1.343558282208589,brazil
"Bilu, Bilu",207493,False,57,Pablo,É Só Dizer Que Sim,0.628,0.663,5,-6.267,1.0,0.0298,0.437,0.0,0.527,0.606,132.009,207493,,456.0,115.0,,1.2793053545586106,forro
Nossa História,276240,False,45,Forró Boys,"Forró di Katiguria, Vol. 3",0.717,0.822,8,-4.765,1.0,0.0334,0.0874,0.0,0.116,0.901,92.998,276240,,428.0,107.0,,2.7259036144578315,forro
Ova Dweet (Mixed),151500,False,4,Popcaan,CruiseControl: How I Met The Biggest Bird (DJ Mix),0.503,0.673,1,-7.685,1.0,0.395,0.126,0.0,0.607,0.539,128.454,151500,5.0,290.0,74.0,0.026,2.36741214057508,j-dance
Ballada 07,216640,False,23,Grzegorz Markowski,Polska Nostalgia 60+ Cz.3,0.498,0.479,5,-7.251,,0.0251,0.629,0.000884,0.229,0.281,109.092,216640,4.0,388.0,97.0,,1.2793053545586106,disney
I'm not yours (feat. 安室奈美惠),221720,False,48,Jolin Tsai;Namie Amuro,呸,0.622,0.874,9,-5.639,,0.0437,0.0122,1.8e-05,0.651,0.483,128.015,221720,4.0,470.0,116.0,,1.343558282208589,mandopop
Baadaabaad,290000,False,0,Rojin Sharafi,Zangaar,0.4,0.415,7,-13.288,0.0,0.16,0.839,0.362,0.111,0.0383,88.553,290000,1.0,423.0,107.0,0.146,4.067085953878407,iranian
Ginger Root,140750,False,4,"Sarah, the Illstrumentalist",FLOWERS,0.396,0.217,9,-12.465,0.0,0.0415,0.677,0.794,0.176,0.107,84.658,140750,4.0,190.0,47.0,0.507,1.343558282208589,study
Anye Up,200914,False,21,Ed Solo,"Welcome To The Jungle, Vol. 6: The Ultimate Jungle Cakes Drum & Bass Compilation",0.529,0.866,1,-3.226,1.0,0.0503,7.45e-06,0.936,0.152,0.739,174.996,200914,4.0,577.0,144.0,,2.36741214057508,breakbeat
Aura,521401,False,56,Avoure,U,0.684,0.604,11,-9.088,0.0,0.0471,0.00487,0.887,0.0456,0.364,123.0,521402,4.0,1066.0,267.0,,0.7481162540365985,techno
Andas,185920,False,27,Noa Sandberg,Andas,0.144,0.0158,10,-34.45,1.0,0.0424,0.884,0.834,0.106,0.209,67.858,185920,3.0,203.0,66.0,,0.7573891625615764,sleep
Noble Maiden Fair,163723,False,0,Jartisto,Brave (Music from the Motion Picture for Solo Piano),0.625,0.0464,11,-20.287,0.0,0.115,0.991,0.946,0.147,0.455,120.912,163724,3.0,288.0,95.0,,0.7481162540365985,disney
Tiê,236733,False,20,Sambabook;Criolo,"Sambabook Dona Ivone Lara, Vol. 1",0.668,0.516,11,-9.196,,0.0726,0.645,0.0,0.0987,0.858,89.252,236733,4.0,344.0,87.0,,0.7481162540365985,afrobeat
Imprint of Pleasure,442627,False,4,Tube & Berger,Pleasure Dip,0.806,0.615,9,-8.129,0.0,0.0927,0.152,0.774,0.102,0.499,122.061,442627,3.0,898.0,297.0,,1.343558282208589,techno
Get This Place - Radio Mix,203026,False,17,Paul Elstak,The Best Of Paul Elstak Top 20,0.572,0.988,0,-5.352,1.0,0.0499,0.0064,0.315,0.419,0.656,158.917,203027,4.0,526.0,130.0,,3.349056603773585,happy
Billo Rani,329247,False,58,Pritam;Anand Raj Anand;Richa Sharma,Dhan Dhana Dhan Goal,0.71,0.845,11,-6.878,,0.111,0.257,0.0,0.192,0.846,98.016,329247,4.0,534.0,134.0,,0.7481162540365985,indian
(......棕髮少女)(feat. 小野麗莎),219925,False,37,吳青峰;Lisa Ono,馬拉美的星期二,0.534,0.592,0,-8.56,,0.0352,0.0426,0.0385,0.0957,0.202,88.012,219925,4.0,312.0,77.0,,3.349056603773585,mandopop
Take U Back - Mad Dog Remix,305625,False,24,Angerfist;Mad Dog,The Deadfaced Dimension,0.433,0.99,11,-3.224,1.0,0.326,0.000207,0.831,0.123,0.123,173.0,305625,4.0,860.0,214.0,0.851,0.7481162540365985,techno
Dozen + 10,160819,True,21,Govana,Liverpool Riddim,0.743,0.535,7,-5.016,1.0,0.284,0.217,3.13e-06,0.119,0.529,100.308,160820,4.0,257.0,64.0,,4.067085953878407,j-dance
勇敢的人,220640,False,3,No Party For Cao Dong,醜奴兒,0.719,0.557,11,-8.503,,0.0365,0.0546,0.0235,0.0982,0.214,114.021,220640,,397.0,99.0,,0.7481162540365985,mandopop
Amor Sin Odio,332695,False,35,Skaparapid,Que Empiece Ya!,0.504,0.769,7,-9.082,1.0,0.129,0.0587,0.00255,0.207,0.579,118.562,332696,,724.0,181.0,,4.067085953878407,spanish
Ihr könnt Euch einfach mal - Walter Wild Mix,277416,True,23,Ikke Hüftgold;Basti Trailerpark;Walter Wild,Ihr könnt Euch einfach mal,0.671,0.95,11,-3.39,,0.104,0.0358,1.97e-06,0.366,0.6,139.986,277417,4.0,634.0,161.0,,0.7481162540365985,happy
The Great Wound of History,184529,False,0,Beshenitar,The Great Wound of History,0.295,0.999,4,-3.66,,0.0828,0.441,0.877,0.985,0.0253,140.002,184529,4.0,423.0,105.0,,0.916010498687664,iranian
你怎麼捨得我難過,271560,False,23,音樂磁場,音樂磁場1-國語經典名曲,0.743,0.336,6,-14.684,1.0,0.0301,0.892,0.00348,0.0983,0.439,112.305,271560,3.0,497.0,165.0,,1.1709531013615733,mandopop
Shelter,343225,False,0,Ocoeur,Inner,0.146,0.0734,11,-23.291,1.0,0.0375,0.858,0.944,0.0769,0.033,68.61,343226,4.0,384.0,96.0,,0.7481162540365985,idm
Sandsings - Stylophone mix,290760,False,0,Mira Calix,Pin Skeeling,0.468,0.699,9,-6.992,0.0,0.133,0.0514,0.252,0.107,0.222,163.239,290760,4.0,618.0,155.0,,1.343558282208589,idm
flat disc - Coffe Shop,140572,False,38,wet by water,flat disc,0.673,0.183,10,-16.714,1.0,0.0432,0.97,0.88,0.137,0.597,79.295,140573,4.0,185.0,46.0,,0.7573891625615764,study
ヴァージニティー,252946,False,27,NMB48,ヴァージニティー (劇場盤),0.457,0.957,2,-2.021,,0.0449,0.181,4.3e-05,0.218,0.678,164.892,252947,,677.0,171.0,0.24,3.7004830917874396,j-idol
Lage Nahi Man,191770,False,56,Vismay Patel,Lage Nahi Man,0.622,0.318,6,-16.183,,0.0268,0.855,0.00102,0.117,0.508,124.938,191770,3.0,399.0,132.0,,1.1709531013615733,indian
Akela Hoon,224600,False,53,AMAN,Akela Hoon,0.508,0.0901,7,-22.456,1.0,0.0295,0.943,0.000875,0.18,0.11,70.198,224601,4.0,259.0,65.0,,4.067085953878407,indian
"Senhor,Que Vieste Salvar...",145106,False,50,Padre Zeca,Dez E Deus,0.394,0.443,7,-12.441,,0.0371,0.239,0.0,0.782,0.38,67.532,145107,4.0,163.0,39.0,,4.067085953878407,brazil
Me Voy Pa’ Porce,246226,False,16,La Misa Negra,La Misa Negra,0.605,0.732,7,-6.681,1.0,0.0737,0.0186,1.65e-06,0.051,0.793,178.022,246227,4.0,723.0,182.0,,4.067085953878407,afrobeat
Amazing Grace (My Chains Are Gone) - Live,441680,False,39,Passion;Chris Tomlin,Passion: The Essential Collection (Live),0.255,0.148,5,-13.001,1.0,0.0361,0.626,2.89e-06,0.989,0.0809,117.479,441680,4.0,844.0,211.0,,1.2793053545586106,indian
波打ち際を走らないか?,261799,False,24,Keyakizaka46,風に吹かれても (Special Edition),0.446,0.862,5,-2.347,1.0,0.042,0.0319,0.0,0.284,0.512,151.976,261800,4.0,647.0,161.0,,1.2793053545586106,j-idol
Crazy Legs,242800,False,24,(Hed) P.E.,Broke,0.607,0.775,6,-5.427,,0.267,0.00195,1.15e-06,0.0915,0.736,102.051,242800,4.0,413.0,103.0,,1.1709531013615733,industrial
Leja Leja,269815,False,48,Sultan Khan;Shreya Ghoshal;Salim Merchant,Ustad And The Divas,0.603,0.743,9,-7.013,1.0,0.0553,0.728,4.22e-05,0.103,0.341,100.021,269816,4.0,444.0,112.0,,1.343558282208589,indian
Fim Sem Ponto Final,179739,False,11,Priscila Senna,Fim Sem Ponto Final,0.771,0.551,4,-6.809,1.0,0.0309,0.569,6.93e-06,0.195,0.519,115.012,179739,4.0,341.0,86.0,,0.916010498687664,forro
Chama Arteira,262000,False,19,Samuca e a Selva,Ditados Populares Dançantes,0.694,0.731,4,-5.111,0.0,0.0411,0.0856,2.8e-05,0.305,0.62,125.769,262000,4.0,544.0,136.0,,0.916010498687664,afrobeat
"Traditional: Kommet, ihr Hirten",114080,False,0,Traditional;Wiener Sängerknaben;Schubert-Akademie;Gerald Wirth,Klassische Weihnachtsmusik,0.411,0.174,5,-12.668,1.0,0.0303,0.979,0.000103,0.0778,0.314,49.997,114080,3.0,92.0,29.0,,1.2793053545586106,sleep
Só Tu és Santo / Pra Onde Eu Irei? / É Tudo Sobre Você - Ao Vivo,896445,False,49,Dunamis Music;Rapha Gonçalves;MORADA,The Send Brasil (Ao Vivo),0.246,0.84,0,-4.713,1.0,0.0591,0.127,0.0,0.222,0.14,136.73,896446,4.0,1984.0,499.0,,3.349056603773585,brazil
Amor Maior,197277,False,42,Jota Quest;Jão,Collab,0.614,0.394,5,-11.954,1.0,0.0447,0.307,0.0,0.128,0.296,139.952,197278,4.0,453.0,112.0,,1.2793053545586106,brazil
Wintree,141296,False,35,Stapes,Wintree,0.723,0.287,0,-12.613,1.0,0.0783,0.957,0.825,0.102,0.253,76.011,141297,4.0,176.0,44.0,,3.349056603773585,study
Todo mundo de Pie,239093,False,30,Planetshakers,Nada Es Imposible,0.62,0.9,7,-4.158,1.0,0.0365,0.00332,0.0,0.0118,0.706,129.999,239093,,512.0,128.0,,4.067085953878407,afrobeat
La Fuerza,250909,False,0,La Bien Querida;Los Planetas,El Que Sabem (Original Motion Picture Soundtrack),0.582,0.854,7,-7.594,1.0,0.0442,0.133,0.174,0.113,0.535,99.029,250909,3.0,403.0,133.0,0.28,4.067085953878407,spanish
Pearl of Carolina,233840,False,17,The Infamous Stringdusters,Toward the Fray,0.506,0.798,2,-6.466,,0.0322,0.472,0.00593,0.198,0.602,114.798,233840,4.0,436.0,108.0,,3.7004830917874396,bluegrass
Diga pra Mim,221973,False,0,Zezo,25 Sucessos de Zezo (O Principe dos Teclados),0.694,0.904,4,-4.65,0.0,0.045,0.092,0.0256,0.0445,0.67,90.003,221973,4.0,332.0,82.0,,0.916010498687664,forro
Calm,145128,False,32,Nature Sounds;Nature Sounds Nature Music;Nature Sound Collection,"Nature Sounds: Relaxation, Sleep, Meditation, Yoga, Study Aid, Insomnia",0.205,1.0,6,-24.878,0.0,0.0447,0.943,0.525,0.963,1e-05,132.289,145128,3.0,228.0,75.0,,1.1709531013615733,sleep
Lily Of The Valley,135146,False,16,Steve Ivey,30 Bluegrass Gospel Favorites,0.645,0.577,2,-5.938,1.0,0.0261,0.63,3.82e-06,0.1,0.748,106.929,135147,4.0,234.0,59.0,,3.7004830917874396,bluegrass
Feed Your Head,346240,False,63,Paul Kalkbrenner,7,0.793,0.339,5,-14.317,1.0,0.0555,0.166,0.809,0.11,0.266,125.993,346240,,717.0,179.0,,1.2793053545586106,techno
One Sweet Ride - Without Dialogue,101853,False,26,Tokyo Disneyland,Tokyo Disneyland The Happy Ride with Baymax,0.579,0.89,7,-7.013,1.0,0.0588,0.00284,6.11e-06,0.659,0.888,155.111,101853,4.0,254.0,63.0,,4.067085953878407,disney
Hardcore To Da Bone,316213,False,18,Masters of Ceremony,The Best Hardcore Classics Ever,0.707,0.961,7,-3.419,1.0,0.158,0.00274,0.186,0.154,0.161,92.509,316213,4.0,486.0,123.0,,4.067085953878407,happy
stuck up top,126028,False,11,Justnormal;frumhere,better unsaid,0.646,0.277,11,-10.531,1.0,0.0315,0.553,0.944,0.117,0.273,86.004,126029,4.0,176.0,43.0,,0.7481162540365985,study
Song For His Presence - Live,470760,False,34,Hillsong Young & Free,Out Here On A Friday Where It Began,0.499,0.531,4,-10.022,1.0,0.0291,0.0106,0.0,0.247,0.139,104.026,470760,4.0,807.0,201.0,,0.916010498687664,forro
Beach & Berries,124137,False,26,Kantboll,Beach & Berries,0.77,0.268,2,-10.559,1.0,0.0775,0.831,0.934,0.108,0.371,86.997,124138,,176.0,43.0,,3.7004830917874396,study
Feel a Vibe,274809,False,32,Layton Giordani,New Generation,0.707,0.927,1,-6.861,,0.109,0.121,0.55,0.086,0.0519,131.009,274809,4.0,593.0,148.0,,2.36741214057508,techno
Graceland,217333,False,20,Plastilina Mosh,Juan Manuel,0.627,0.856,0,-8.674,0.0,0.0326,0.0203,0.911,0.872,0.777,96.963,217333,4.0,351.0,88.0,0.859,3.349056603773585,afrobeat
Te Amei A Mais - Ao Vivo,219130,False,40,Douglas & Vinicius,Ao Vivo Em São Paulo (Vol. 4),0.599,0.664,1,-5.747,,0.0408,0.827,0.0,0.293,0.452,139.902,219131,4.0,507.0,127.0,,2.36741214057508,forro
Pretty When You Cry (Live),228293,True,25,Vast,Vast Live in New York City,0.573,0.832,2,-8.546,1.0,0.0418,0.00419,0.00132,0.74,0.293,107.979,228293,4.0,409.0,102.0,,3.7004830917874396,industrial
Slowly - En Directo,363586,False,35,Luis Eduardo Aute,De la Luz y la Sombra (En Directo),0.57,0.457,1,-11.006,,0.0856,0.789,2.04e-06,0.971,0.527,79.109,363587,4.0,485.0,122.0,,2.36741214057508,spanish
Mata,230853,False,41,Akalé Wubé,Mata,0.569,0.496,4,-11.423,,0.0674,0.393,0.924,0.11,0.808,82.822,230853,4.0,305.0,77.0,,0.916010498687664,afrobeat
惡作劇,226773,False,61,Tangerine Wong,惡作劇之吻,0.684,0.683,10,-6.374,1.0,0.028,0.581,9.52e-06,0.123,0.676,135.978,226773,4.0,506.0,127.0,,0.7573891625615764,mandopop
Nuh Reason,197340,False,0,Jahvillani,Nuh Reason,0.733,0.492,6,-6.672,1.0,0.457,0.0686,0.0,0.145,0.653,186.08,197341,4.0,611.0,154.0,0.21,1.1709531013615733,j-dance
Nebel,292500,False,49,Droplex;Mark Dekoda,Nebel,0.934,0.533,8,-6.17,1.0,0.0789,0.00694,0.447,0.0942,0.15,128.001,292500,4.0,624.0,155.0,,2.7259036144578315,techno
Side Effect (feat. Au/Ra),144193,False,58,Alok;Au/Ra,Side Effect (feat. Au/Ra),0.727,0.712,10,-5.742,0.0,0.0597,0.192,0.0,0.196,0.515,123.955,144194,,293.0,72.0,,0.7573891625615764,chicago-house
Natural Spectrum,176033,False,17,Ceephax Acid Crew,Cro Magnox,0.689,0.418,9,-11.424,0.0,0.0261,0.194,0.866,0.405,0.151,104.594,176033,4.0,299.0,74.0,,1.343558282208589,idm
Rituals,144782,False,59,Lorelle Paredes,Rituals,0.214,0.0422,2,-28.109,1.0,0.0366,0.994,0.896,0.0969,0.0575,69.912,144783,3.0,165.0,53.0,,3.7004830917874396,sleep
Rumba,99000,False,57,Natos y Waor,Luna llena,0.776,0.813,6,-5.323,0.0,0.146,0.0994,6.16e-05,0.097,0.397,93.998,99000,4.0,149.0,36.0,,1.1709531013615733,spanish
I Like It - Kenny Smoove Remix,261266,False,13,Jomanda;Kenny Smoove,Nubia Soul,0.81,0.545,9,-12.579,0.0,0.0477,0.11,0.00318,0.246,0.726,95.31,261267,4.0,412.0,102.0,,1.343558282208589,chicago-house
against,229226,False,16,Sayaka Yamamoto,ゼロ ユニバース,0.486,0.936,2,-2.976,1.0,0.0896,0.0415,0.0,0.0942,0.475,94.953,229227,4.0,347.0,88.0,,3.7004830917874396,j-idol
Yes! Come Parade With Us,294600,False,28,Leafcutter John,Yes! Come Parade With Us,0.408,0.731,3,-6.259,0.0,0.043,0.202,0.764,0.604,0.324,112.019,294600,4.0,549.0,138.0,,1.7389162561576355,idm
Cigar Time,413480,False,19,The New Mastersounds,Made for Pleasure,0.601,0.616,5,-10.865,1.0,0.0322,0.677,0.831,0.117,0.798,112.775,413480,4.0,776.0,196.0,,1.2793053545586106,afrobeat
Benzin,226000,False,63,Rammstein,Rosenrot,0.527,0.947,4,-4.205,,0.0574,0.000393,0.00372,0.075,0.206,142.008,226000,4.0,529.0,133.0,0.998,0.916010498687664,industrial
Cloud Study,190000,False,61,Norris Melcher,Cloud Study,0.19,0.0959,2,-26.159,1.0,0.0446,0.949,0.976,0.102,0.0464,79.531,190000,3.0,250.0,82.0,,3.7004830917874396,sleep
High in Yah,193608,True,8,Jah Vinci,Imac Riddim,0.575,0.839,5,-4.435,0.0,0.353,0.0157,0.0,0.313,0.8,129.815,193609,5.0,417.0,105.0,,1.2793053545586106,j-dance
396 Hz Aumenta las ganas de vivir,174566,False,37,Mc_team,Frecuencias Curativas Solfeggio 369 Hz,0.104,0.0176,0,-32.272,1.0,0.0423,0.992,0.913,0.13,0.0396,90.758,174566,4.0,314.0,78.0,,3.349056603773585,afrobeat
Wicked Slam,168800,False,30,Beenie Man,Dancehall: Beenie Man,0.607,0.859,10,-5.325,0.0,0.298,0.623,0.0,0.276,0.728,83.042,168800,4.0,228.0,55.0,0.659,0.7573891625615764,j-dance
BORN FI DIS,150720,False,19,Chronic Law;ATTOMATIC RECORDS,1law,0.551,0.59,3,-8.492,,0.0621,0.0737,2.25e-05,0.112,0.128,102.14,150721,4.0,256.0,63.0,,1.7389162561576355,j-dance
Clima Tropical,209614,False,57,Dani Fernández,Entre las dudas y el azar,0.581,0.839,4,-5.968,1.0,0.0517,0.121,1.95e-06,0.102,0.413,146.928,209614,4.0,506.0,126.0,,0.916010498687664,spanish
Off Screen,265240,False,27,VNV Nation,Transnational,0.603,0.671,11,-9.025,0.0,0.0284,0.000606,0.0025,0.239,0.456,130.019,265240,4.0,557.0,140.0,,0.7481162540365985,industrial
MEU VÍCIO É VOCÊ,144914,False,57,Zezo,O Príncipe dos Teclados,0.778,0.852,8,-2.346,0.0,0.0265,0.567,0.0,0.0968,0.702,111.064,144914,4.0,268.0,66.0,0.286,2.7259036144578315,forro
Sdraiata accanto a me,188000,False,41,Scintillante,Sdraiata accanto a me,0.0664,0.00692,10,-33.73,,0.0434,0.981,0.937,0.108,0.072,73.711,188000,4.0,223.0,55.0,,0.7573891625615764,sleep
Break Ya King - Dub Edit,179922,False,11,Shade k;Terrie Kynd,Break Ya King (Dub Edit),0.809,0.927,1,-7.488,1.0,0.188,0.00565,0.00694,0.0622,0.4,131.996,179922,4.0,383.0,96.0,,2.36741214057508,breakbeat
Promised Land - Floorplan Extended Paradise Remix,435414,False,4,Joe Smooth;Floorplan,Promised Land (Floorplan Paradise Remix),0.699,0.855,1,-5.798,0.0,0.0793,0.00427,0.00925,0.102,0.175,124.962,435414,4.0,904.0,228.0,,2.36741214057508,chicago-house
Mami,168367,False,71,Rvfv;Pablo Mas,NASTU,0.707,0.572,1,-5.378,,0.157,0.497,4.06e-06,0.126,0.456,98.003,168367,4.0,271.0,67.0,,2.36741214057508,spanish
O Seu Amor por Mim - Ao Vivo,362734,False,49,Weslei Santos,Pra Todo Mundo Cantar (Ao Vivo),0.459,0.399,6,-9.954,1.0,0.0339,0.433,0.0,0.682,0.374,139.792,362735,3.0,840.0,279.0,,1.1709531013615733,brazil
Hannah,187758,True,43,Dalsin;Froid;KK,Hannah,0.538,0.685,2,-4.673,0.0,0.353,0.499,0.0,0.106,0.565,89.662,187758,5.0,331.0,83.0,,3.7004830917874396,brazil
For Me,194063,False,46,Limoblaze;Marizu,Afrobeats Rap and Jesus,0.728,0.719,2,-4.201,,0.0459,0.477,0.0,0.0713,0.719,107.95,194064,4.0,345.0,86.0,,3.7004830917874396,afrobeat
Phosphor,467333,False,20,Bölzer,Hero,0.156,0.981,4,-7.823,0.0,0.0908,2.68e-05,0.534,0.144,0.0965,127.326,467333,4.0,980.0,244.0,0.104,0.916010498687664,black-metal
Mi Eden de Tristeza,273225,False,31,Porta;Pumpkin,No Es Cuestión de Edades (Maqueta 2006),0.774,0.402,11,-6.131,1.0,0.243,0.0984,0.0,0.347,0.812,92.011,273226,4.0,420.0,105.0,,0.7481162540365985,spanish
說好不哭,220693,False,63,Jay Chou;Ashin Chen,最偉大的作品,0.513,0.363,10,-11.219,,0.0306,0.53,0.0,0.0792,0.383,151.828,220693,4.0,542.0,136.0,,0.7573891625615764,mandopop
Strange Clouds,130737,False,12,"Sarah, the Illstrumentalist",MOMENTS,0.812,0.435,0,-10.269,,0.0602,0.00988,0.895,0.111,0.802,122.05,130738,4.0,261.0,64.0,,3.349056603773585,study
House Party - Doe Schite Remix,257693,False,7,Aaron Smith;Malik Hart,House Party,0.694,0.768,0,-4.971,,0.238,0.00199,0.00225,0.0412,0.435,121.962,257693,4.0,522.0,132.0,,3.349056603773585,chicago-house
Algo Contigo,210413,False,0,Rosario,Halloween 2022 Pop Vol. 1,0.706,0.748,1,-5.54,,0.165,0.671,0.0,0.14,0.745,96.146,210413,4.0,321.0,80.0,,2.36741214057508,spanish
Volume Três (Acústico) - Ao Vivo,187789,False,26,Douglas & Vinicius,"Douglas & Vinicius: Acústico, ao Vivo",0.667,0.67,0,-4.641,,0.0377,0.809,0.0,0.823,0.548,146.043,187790,4.0,454.0,112.0,,3.349056603773585,forro
Espelho Espelho Meu,173215,False,44,Banda A Loba,Espelho Espelho Meu,0.802,0.592,11,-6.071,1.0,0.0336,0.795,0.0046,0.118,0.883,125.999,173216,4.0,359.0,90.0,,0.7481162540365985,forro
Geração Coca-Cola,141400,False,48,Legião Urbana,Mais Do Mesmo,0.574,0.89,6,-5.789,0.0,0.041,0.082,0.0,0.0741,0.83,97.9,141400,4.0,225.0,56.0,,1.1709531013615733,brazil
Tongue,303750,False,10,Anenon,Tongue,0.471,0.652,5,-13.163,,0.0621,0.708,0.894,0.0923,0.31,179.097,303750,4.0,906.0,228.0,,1.2793053545586106,idm
Diga - Ao Vivo,297240,False,40,Dorgival Dantas;Xand,Simplesmente Dorgival Dantas (Ao Vivo),0.386,0.756,9,-4.861,1.0,0.095,0.679,0.0,0.529,0.585,172.804,297240,4.0,843.0,211.0,,1.343558282208589,forro
Burnin Love - Rave Radio Edit,261160,False,22,Critical Mass,Burnin Love,0.547,0.922,8,-7.476,0.0,0.0453,0.00552,0.615,0.084,0.175,165.027,261160,4.0,713.0,179.0,,2.7259036144578315,happy
Conflicto,166817,False,14,Timothy Infinite,Cielo,0.784,0.724,6,-6.739,1.0,0.0503,0.0775,0.885,0.271,0.401,93.984,166817,4.0,259.0,65.0,,1.1709531013615733,study
渋谷川,292226,False,24,Keyakizaka46,サイレントマジョリティー (Special Edition),0.516,0.728,1,-3.867,1.0,0.0287,0.388,0.0,0.116,0.57,93.0,292227,4.0,442.0,110.0,,2.36741214057508,j-idol
Serene Rain,116790,False,21,Deep Sleep Rain Sounds,All Night Rain Sounds,0.204,1.0,1,-22.526,1.0,0.0445,0.933,0.691,0.969,1e-05,50.488,116791,3.0,99.0,32.0,,2.36741214057508,sleep
Mostra,148119,False,34,Henry Freitas,O Forró Voltou,0.543,0.933,10,-1.373,1.0,0.0741,0.556,4.21e-05,0.137,0.762,160.013,148120,4.0,375.0,93.0,,0.7573891625615764,forro
Fixed Emotions,158158,False,43,rec.memos,Fixed Emotions,0.76,0.378,7,-11.719,0.0,0.0633,0.532,0.867,0.117,0.265,80.031,158159,4.0,210.0,51.0,,4.067085953878407,study
Strummer Boy,129819,False,45,Dusty Decks,RPM,0.681,0.36,11,-9.901,0.0,0.159,0.926,0.95,0.124,0.417,84.896,129820,4.0,182.0,44.0,,0.7481162540365985,study
A New Today - ANDY SVGE Remix,223815,False,17,Endymion;Art Of Fighters;Lilly Julian;ANDY SVGE,Invincible,0.392,0.951,11,-3.941,0.0,0.064,0.184,0.00128,0.0959,0.394,151.998,223816,4.0,557.0,140.0,,0.7481162540365985,happy
Gatinha,192600,False,38,Marcynho Sensação,Junho 2K21,0.641,0.73,9,-6.976,1.0,0.0862,0.185,2.27e-05,0.0683,0.622,132.079,192601,3.0,434.0,144.0,,1.343558282208589,forro
Sincronia,212683,False,14,Samuca e a Selva,Ditados Populares Dançantes,0.791,0.546,11,-8.81,0.0,0.0436,0.034,0.0211,0.0464,0.843,100.064,212684,4.0,351.0,88.0,,0.7481162540365985,afrobeat
Better,310571,False,19,Faderhead;Chris Harms,Better,0.441,0.756,9,-7.557,0.0,0.0322,0.0212,0.105,0.378,0.367,144.3,310572,4.0,734.0,184.0,,1.343558282208589,industrial
Astral Blood,616426,False,18,Wolves In The Throne Room,Celestial Lineage,0.145,0.916,0,-8.108,,0.0844,0.000125,0.794,0.351,0.0573,149.286,616427,3.0,1532.0,512.0,,3.349056603773585,black-metal
Time Stands Still,216466,False,0,xJ-Will;2Infinity,In Your Eyes Vol: I,0.803,0.278,2,-13.841,0.0,0.0484,0.0207,0.875,0.12,0.473,130.001,216466,4.0,446.0,112.0,,3.7004830917874396,study
Future Underground,555437,False,7,Alphaxone;protoU,Back to Beyond,0.0684,0.0981,0,-24.798,1.0,0.0439,0.306,0.865,0.106,0.0329,65.394,555438,3.0,672.0,222.0,,3.349056603773585,iranian
Ljusa Drömmar,158982,False,52,Eleonora Feldt,Ljusa Drömmar,0.156,0.00453,9,-34.118,,0.0404,0.994,0.91,0.0741,0.0619,73.865,158983,3.0,196.0,65.0,,1.343558282208589,sleep
Gaston - Brazilian Version,190400,False,24,Mauricio Luz;Pedro Lopes,A Bela e a Fera,0.436,0.332,7,-15.096,,0.0663,0.811,0.0,0.136,0.701,72.408,190400,4.0,248.0,62.0,0.594,4.067085953878407,disney
Segura,238293,False,18,Amplexos;Digitaldubs;Leão Etíope do Méier;Lenine,Segura,0.538,0.533,0,-12.113,1.0,0.0518,0.0184,0.0133,0.109,0.365,74.973,238293,4.0,293.0,72.0,,3.349056603773585,afrobeat
擱淺,236133,False,65,Jay Chou,七里香,0.497,0.49,5,-7.161,1.0,0.0276,0.671,0.000417,0.155,0.126,122.71,236133,4.0,481.0,121.0,0.193,1.2793053545586106,mandopop
"Mulher Nova, Bonita e Carinhosa Faz o Homem Gemer Sem Sentir Dor",355760,False,39,Amelinha,"Mulher Nova, Bonita E Carinhosa, Faz O Homem Gemer Sem Sentir Dor",0.477,0.437,5,-12.441,1.0,0.0406,0.46,0.0,0.0962,0.248,103.162,355760,4.0,604.0,152.0,,1.2793053545586106,forro
Unashamed - Beauty In The Broken Album Version,304853,False,39,Starfield,Beauty In The Broken,0.442,0.458,5,-7.875,1.0,0.0259,0.0979,0.0,0.187,0.139,153.991,304853,4.0,776.0,195.0,,1.2793053545586106,afrobeat
