,name,duration_ms,explicit,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,n_bars,processing,genre
133,Andas,185.92,False,Noa Sandberg,Andas,0.14,0.02,10,-34.45,1.0,0.04,0.88,0.83,0.11,0.21,67.86,3.0,203.0,66.0,0.76,sleep
134,Noble Maiden Fair,163.72,False,Jartisto,Brave (Music from the Motion Picture for Solo Piano),0.62,0.05,11,-20.29,0.0,0.12,0.99,0.95,0.15,0.46,120.91,3.0,288.0,95.0,0.75,disney
135,Tiê,236.73,False,Sambabook;Criolo,"Sambabook Dona Ivone Lara, Vol. 1",0.67,0.52,11,-9.2,1.0,0.07,0.64,0.0,0.1,0.86,89.25,4.0,344.0,87.0,0.75,afrobeat
136,Imprint of Pleasure,442.63,False,Tube & Berger,Pleasure Dip,0.81,0.62,9,-8.13,0.0,0.09,0.15,0.77,0.1,0.5,122.06,3.0,898.0,297.0,1.34,techno
137,Get This Place - Radio Mix,203.03,False,Paul Elstak,The Best Of Paul Elstak Top 20,0.57,0.99,0,-5.35,1.0,0.05,0.01,0.32,0.42,0.66,158.92,4.0,526.0,130.0,3.35,happy
138,Billo Rani,329.25,False,Pritam;Anand Raj Anand;Richa Sharma,Dhan Dhana Dhan Goal,0.71,0.84,11,-6.88,1.0,0.11,0.26,0.0,0.19,0.85,98.02,4.0,534.0,134.0,0.75,indian
139,(......棕髮少女)(feat. 小野麗莎),219.92,False,吳青峰;Lisa Ono,馬拉美的星期二,0.53,0.59,0,-8.56,1.0,0.04,0.04,0.04,0.1,0.2,88.01,4.0,312.0,77.0,3.35,mandopop
140,Take U Back - Mad Dog Remix,305.62,False,Angerfist;Mad Dog,The Deadfaced Dimension,0.43,0.99,11,-3.22,1.0,0.33,0.0,0.83,0.12,0.12,173.0,4.0,860.0,214.0,0.75,techno
141,Dozen + 10,160.82,True,Govana,Liverpool Riddim,0.74,0.54,7,-5.02,1.0,0.28,0.22,0.0,0.12,0.53,100.31,4.0,257.0,64.0,4.07,j-dance
142,勇敢的人,220.64,False,No Party For Cao Dong,醜奴兒,0.72,0.56,11,-8.5,1.0,0.04,0.05,0.02,0.1,0.21,114.02,3.93,397.0,99.0,0.75,mandopop
143,Amor Sin Odio,332.7,False,Skaparapid,Que Empiece Ya!,0.5,0.77,7,-9.08,1.0,0.13,0.06,0.0,0.21,0.58,118.56,3.97,724.0,181.0,4.07,spanish
144,Ihr könnt Euch einfach mal - Walter Wild Mix,277.42,True,Ikke Hüftgold;Basti Trailerpark;Walter Wild,Ihr könnt Euch einfach mal,0.67,0.95,11,-3.39,1.0,0.1,0.04,0.0,0.37,0.6,139.99,4.0,634.0,161.0,0.75,happy
145,The Great Wound of History,184.53,False,Beshenitar,The Great Wound of History,0.3,1.0,4,-3.66,1.0,0.08,0.44,0.88,0.98,0.03,140.0,4.0,423.0,105.0,0.92,iranian
146,你怎麼捨得我難過,271.56,False,音樂磁場,音樂磁場1-國語經典名曲,0.74,0.34,6,-14.68,1.0,0.03,0.89,0.0,0.1,0.44,112.3,3.0,497.0,165.0,1.17,mandopop
147,Shelter,343.22,False,Ocoeur,Inner,0.15,0.07,11,-23.29,1.0,0.04,0.86,0.94,0.08,0.03,68.61,4.0,384.0,96.0,0.75,idm
148,Sandsings - Stylophone mix,290.76,False,Mira Calix,Pin Skeeling,0.47,0.7,9,-6.99,0.0,0.13,0.05,0.25,0.11,0.22,163.24,4.0,618.0,155.0,1.34,idm
149,flat disc - Coffe Shop,140.57,False,wet by water,flat disc,0.67,0.18,10,-16.71,1.0,0.04,0.97,0.88,0.14,0.6,79.3,4.0,185.0,46.0,0.76,study
150,ヴァージニティー,252.95,False,NMB48,ヴァージニティー (劇場盤),0.46,0.96,2,-2.02,1.0,0.04,0.18,0.0,0.22,0.68,164.89,4.05,677.0,171.0,3.7,j-idol
151,Lage Nahi Man,191.77,False,Vismay Patel,Lage Nahi Man,0.62,0.32,6,-16.18,1.0,0.03,0.86,0.0,0.12,0.51,124.94,3.0,399.0,132.0,1.17,indian
152,Akela Hoon,224.6,False,AMAN,Akela Hoon,0.51,0.09,7,-22.46,1.0,0.03,0.94,0.0,0.18,0.11,70.2,4.0,259.0,65.0,4.07,indian
153,"Senhor,Que Vieste Salvar...",145.11,False,Padre Zeca,Dez E Deus,0.39,0.44,7,-12.44,1.0,0.04,0.24,0.0,0.78,0.38,67.53,4.0,163.0,39.0,4.07,brazil
154,Me Voy Pa’ Porce,246.23,False,La Misa Negra,La Misa Negra,0.6,0.73,7,-6.68,1.0,0.07,0.02,0.0,0.05,0.79,178.02,4.0,723.0,182.0,4.07,afrobeat
155,Amazing Grace (My Chains Are Gone) - Live,441.68,False,Passion;Chris Tomlin,Passion: The Essential Collection (Live),0.26,0.15,5,-13.0,1.0,0.04,0.63,0.0,0.99,0.08,117.48,4.0,844.0,211.0,1.28,indian
156,波打ち際を走らないか?,261.8,False,Keyakizaka46,風に吹かれても (Special Edition),0.45,0.86,5,-2.35,1.0,0.04,0.03,0.0,0.28,0.51,151.98,4.0,647.0,161.0,1.28,j-idol
157,Crazy Legs,242.8,False,(Hed) P.E.,Broke,0.61,0.78,6,-5.43,1.0,0.27,0.0,0.0,0.09,0.74,102.05,4.0,413.0,103.0,1.17,industrial
158,Leja Leja,269.82,False,Sultan Khan;Shreya Ghoshal;Salim Merchant,Ustad And The Divas,0.6,0.74,9,-7.01,1.0,0.06,0.73,0.0,0.1,0.34,100.02,4.0,444.0,112.0,1.34,indian
159,Fim Sem Ponto Final,179.74,False,Priscila Senna,Fim Sem Ponto Final,0.77,0.55,4,-6.81,1.0,0.03,0.57,0.0,0.2,0.52,115.01,4.0,341.0,86.0,0.92,forro
160,Chama Arteira,262.0,False,Samuca e a Selva,Ditados Populares Dançantes,0.69,0.73,4,-5.11,0.0,0.04,0.09,0.0,0.3,0.62,125.77,4.0,544.0,136.0,0.92,afrobeat
161,"Traditional: Kommet, ihr Hirten",114.08,False,Traditional;Wiener Sängerknaben;Schubert-Akademie;Gerald Wirth,Klassische Weihnachtsmusik,0.41,0.17,5,-12.67,1.0,0.03,0.98,0.0,0.08,0.31,50.0,3.0,92.0,29.0,1.28,sleep
162,Só Tu és Santo / Pra Onde Eu Irei? / É Tudo Sobre Você - Ao Vivo,896.44,False,Dunamis Music;Rapha Gonçalves;MORADA,The Send Brasil (Ao Vivo),0.25,0.84,0,-4.71,1.0,0.06,0.13,0.0,0.22,0.14,136.73,4.0,1984.0,499.0,3.35,brazil
163,Amor Maior,197.28,False,Jota Quest;Jão,Collab,0.61,0.39,5,-11.95,1.0,0.04,0.31,0.0,0.13,0.3,139.95,4.0,453.0,112.0,1.28,brazil
164,Wintree,141.3,False,Stapes,Wintree,0.72,0.29,0,-12.61,1.0,0.08,0.96,0.82,0.1,0.25,76.01,4.0,176.0,44.0,3.35,study
165,Todo mundo de Pie,239.09,False,Planetshakers,Nada Es Imposible,0.62,0.9,7,-4.16,1.0,0.04,0.0,0.0,0.01,0.71,130.0,4.02,512.0,128.0,4.07,afrobeat
166,La Fuerza,250.91,False,La Bien Querida;Los Planetas,El Que Sabem (Original Motion Picture Soundtrack),0.58,0.85,7,-7.59,1.0,0.04,0.13,0.17,0.11,0.54,99.03,3.0,403.0,133.0,4.07,spanish
167,Pearl of Carolina,233.84,False,The Infamous Stringdusters,Toward the Fray,0.51,0.8,2,-6.47,1.0,0.03,0.47,0.01,0.2,0.6,114.8,4.0,436.0,108.0,3.7,bluegrass
168,Diga pra Mim,221.97,False,Zezo,25 Sucessos de Zezo (O Principe dos Teclados),0.69,0.9,4,-4.65,0.0,0.04,0.09,0.03,0.04,0.67,90.0,4.0,332.0,82.0,0.92,forro
169,Calm,145.13,False,Nature Sounds;Nature Sounds Nature Music;Nature Sound Collection,"Nature Sounds: Relaxation, Sleep, Meditation, Yoga, Study Aid, Insomnia",0.2,1.0,6,-24.88,0.0,0.04,0.94,0.52,0.96,0.0,132.29,3.0,228.0,75.0,1.17,sleep
170,Lily Of The Valley,135.15,False,Steve Ivey,30 Bluegrass Gospel Favorites,0.64,0.58,2,-5.94,1.0,0.03,0.63,0.0,0.1,0.75,106.93,4.0,234.0,59.0,3.7,bluegrass
171,Feed Your Head,346.24,False,Paul Kalkbrenner,7,0.79,0.34,5,-14.32,1.0,0.06,0.17,0.81,0.11,0.27,125.99,4.02,717.0,179.0,1.28,techno
172,One Sweet Ride - Without Dialogue,101.85,False,Tokyo Disneyland,Tokyo Disneyland The Happy Ride with Baymax,0.58,0.89,7,-7.01,1.0,0.06,0.0,0.0,0.66,0.89,155.11,4.0,254.0,63.0,4.07,disney
173,Hardcore To Da Bone,316.21,False,Masters of Ceremony,The Best Hardcore Classics Ever,0.71,0.96,7,-3.42,1.0,0.16,0.0,0.19,0.15,0.16,92.51,4.0,486.0,123.0,4.07,happy
174,stuck up top,126.03,False,Justnormal;frumhere,better unsaid,0.65,0.28,11,-10.53,1.0,0.03,0.55,0.94,0.12,0.27,86.0,4.0,176.0,43.0,0.75,study
175,Song For His Presence - Live,470.76,False,Hillsong Young & Free,Out Here On A Friday Where It Began,0.5,0.53,4,-10.02,1.0,0.03,0.01,0.0,0.25,0.14,104.03,4.0,807.0,201.0,0.92,forro
176,Beach & Berries,124.14,False,Kantboll,Beach & Berries,0.77,0.27,2,-10.56,1.0,0.08,0.83,0.93,0.11,0.37,87.0,3.87,176.0,43.0,3.7,study
177,Feel a Vibe,274.81,False,Layton Giordani,New Generation,0.71,0.93,1,-6.86,1.0,0.11,0.12,0.55,0.09,0.05,131.01,4.0,593.0,148.0,2.37,techno
178,Graceland,217.33,False,Plastilina Mosh,Juan Manuel,0.63,0.86,0,-8.67,0.0,0.03,0.02,0.91,0.87,0.78,96.96,4.0,351.0,88.0,3.35,afrobeat
179,Te Amei A Mais - Ao Vivo,219.13,False,Douglas & Vinicius,Ao Vivo Em São Paulo (Vol. 4),0.6,0.66,1,-5.75,1.0,0.04,0.83,0.0,0.29,0.45,139.9,4.0,507.0,127.0,2.37,forro
180,Pretty When You Cry (Live),228.29,True,Vast,Vast Live in New York City,0.57,0.83,2,-8.55,1.0,0.04,0.0,0.0,0.74,0.29,107.98,4.0,409.0,102.0,3.7,industrial
181,Slowly - En Directo,363.59,False,Luis Eduardo Aute,De la Luz y la Sombra (En Directo),0.57,0.46,1,-11.01,1.0,0.09,0.79,0.0,0.97,0.53,79.11,4.0,485.0,122.0,2.37,spanish
182,Mata,230.85,False,Akalé Wubé,Mata,0.57,0.5,4,-11.42,1.0,0.07,0.39,0.92,0.11,0.81,82.82,4.0,305.0,77.0,0.92,afrobeat
183,惡作劇,226.77,False,Tangerine Wong,惡作劇之吻,0.68,0.68,10,-6.37,1.0,0.03,0.58,0.0,0.12,0.68,135.98,4.0,506.0,127.0,0.76,mandopop
184,Nuh Reason,197.34,False,Jahvillani,Nuh Reason,0.73,0.49,6,-6.67,1.0,0.46,0.07,0.0,0.14,0.65,186.08,4.0,611.0,154.0,1.17,j-dance
185,Nebel,292.5,False,Droplex;Mark Dekoda,Nebel,0.93,0.53,8,-6.17,1.0,0.08,0.01,0.45,0.09,0.15,128.0,4.0,624.0,155.0,2.73,techno
186,Side Effect (feat. Au/Ra),144.19,False,Alok;Au/Ra,Side Effect (feat. Au/Ra),0.73,0.71,10,-5.74,0.0,0.06,0.19,0.0,0.2,0.52,123.96,3.97,293.0,72.0,0.76,chicago-house
187,Natural Spectrum,176.03,False,Ceephax Acid Crew,Cro Magnox,0.69,0.42,9,-11.42,0.0,0.03,0.19,0.87,0.4,0.15,104.59,4.0,299.0,74.0,1.34,idm
188,Rituals,144.78,False,Lorelle Paredes,Rituals,0.21,0.04,2,-28.11,1.0,0.04,0.99,0.9,0.1,0.06,69.91,3.0,165.0,53.0,3.7,sleep
189,Rumba,99.0,False,Natos y Waor,Luna llena,0.78,0.81,6,-5.32,0.0,0.15,0.1,0.0,0.1,0.4,94.0,4.0,149.0,36.0,1.17,spanish
190,I Like It - Kenny Smoove Remix,261.27,False,Jomanda;Kenny Smoove,Nubia Soul,0.81,0.55,9,-12.58,0.0,0.05,0.11,0.0,0.25,0.73,95.31,4.0,412.0,102.0,1.34,chicago-house
191,against,229.23,False,Sayaka Yamamoto,ゼロ ユニバース,0.49,0.94,2,-2.98,1.0,0.09,0.04,0.0,0.09,0.48,94.95,4.0,347.0,88.0,3.7,j-idol
192,Yes! Come Parade With Us,294.6,False,Leafcutter John,Yes! Come Parade With Us,0.41,0.73,3,-6.26,0.0,0.04,0.2,0.76,0.6,0.32,112.02,4.0,549.0,138.0,1.74,idm
193,Cigar Time,413.48,False,The New Mastersounds,Made for Pleasure,0.6,0.62,5,-10.86,1.0,0.03,0.68,0.83,0.12,0.8,112.78,4.0,776.0,196.0,1.28,afrobeat
194,Benzin,226.0,False,Rammstein,Rosenrot,0.53,0.95,4,-4.2,1.0,0.06,0.0,0.0,0.08,0.21,142.01,4.0,529.0,133.0,0.92,industrial
195,Cloud Study,190.0,False,Norris Melcher,Cloud Study,0.19,0.1,2,-26.16,1.0,0.04,0.95,0.98,0.1,0.05,79.53,3.0,250.0,82.0,3.7,sleep
196,High in Yah,193.61,True,Jah Vinci,Imac Riddim,0.57,0.84,5,-4.43,0.0,0.35,0.02,0.0,0.31,0.8,129.82,5.0,417.0,105.0,1.28,j-dance
197,396 Hz Aumenta las ganas de vivir,174.57,False,Mc_team,Frecuencias Curativas Solfeggio 369 Hz,0.1,0.02,0,-32.27,1.0,0.04,0.99,0.91,0.13,0.04,90.76,4.0,314.0,78.0,3.35,afrobeat
198,Wicked Slam,168.8,False,Beenie Man,Dancehall: Beenie Man,0.61,0.86,10,-5.32,0.0,0.3,0.62,0.0,0.28,0.73,83.04,4.0,228.0,55.0,0.76,j-dance
199,BORN FI DIS,150.72,False,Chronic Law;ATTOMATIC RECORDS,1law,0.55,0.59,3,-8.49,1.0,0.06,0.07,0.0,0.11,0.13,102.14,4.0,256.0,63.0,1.74,j-dance
200,Clima Tropical,209.61,False,Dani Fernández,Entre las dudas y el azar,0.58,0.84,4,-5.97,1.0,0.05,0.12,0.0,0.1,0.41,146.93,4.0,506.0,126.0,0.92,spanish
201,Off Screen,265.24,False,VNV Nation,Transnational,0.6,0.67,11,-9.02,0.0,0.03,0.0,0.0,0.24,0.46,130.02,4.0,557.0,140.0,0.75,industrial
202,MEU VÍCIO É VOCÊ,144.91,False,Zezo,O Príncipe dos Teclados,0.78,0.85,8,-2.35,0.0,0.03,0.57,0.0,0.1,0.7,111.06,4.0,268.0,66.0,2.73,forro
203,Sdraiata accanto a me,188.0,False,Scintillante,Sdraiata accanto a me,0.07,0.01,10,-33.73,1.0,0.04,0.98,0.94,0.11,0.07,73.71,4.0,223.0,55.0,0.76,sleep
204,Break Ya King - Dub Edit,179.92,False,Shade k;Terrie Kynd,Break Ya King (Dub Edit),0.81,0.93,1,-7.49,1.0,0.19,0.01,0.01,0.06,0.4,132.0,4.0,383.0,96.0,2.37,breakbeat
205,Promised Land - Floorplan Extended Paradise Remix,435.41,False,Joe Smooth;Floorplan,Promised Land (Floorplan Paradise Remix),0.7,0.86,1,-5.8,0.0,0.08,0.0,0.01,0.1,0.18,124.96,4.0,904.0,228.0,2.37,chicago-house
206,Mami,168.37,False,Rvfv;Pablo Mas,NASTU,0.71,0.57,1,-5.38,1.0,0.16,0.5,0.0,0.13,0.46,98.0,4.0,271.0,67.0,2.37,spanish
207,O Seu Amor por Mim - Ao Vivo,362.73,False,Weslei Santos,Pra Todo Mundo Cantar (Ao Vivo),0.46,0.4,6,-9.95,1.0,0.03,0.43,0.0,0.68,0.37,139.79,3.0,840.0,279.0,1.17,brazil
208,Hannah,187.76,True,Dalsin;Froid;KK,Hannah,0.54,0.68,2,-4.67,0.0,0.35,0.5,0.0,0.11,0.56,89.66,5.0,331.0,83.0,3.7,brazil
209,For Me,194.06,False,Limoblaze;Marizu,Afrobeats Rap and Jesus,0.73,0.72,2,-4.2,1.0,0.05,0.48,0.0,0.07,0.72,107.95,4.0,345.0,86.0,3.7,afrobeat
210,Phosphor,467.33,False,Bölzer,Hero,0.16,0.98,4,-7.82,0.0,0.09,0.0,0.53,0.14,0.1,127.33,4.0,980.0,244.0,0.92,black-metal
211,Mi Eden de Tristeza,273.23,False,Porta;Pumpkin,No Es Cuestión de Edades (Maqueta 2006),0.77,0.4,11,-6.13,1.0,0.24,0.1,0.0,0.35,0.81,92.01,4.0,420.0,105.0,0.75,spanish
212,說好不哭,220.69,False,Jay Chou;Ashin Chen,最偉大的作品,0.51,0.36,10,-11.22,1.0,0.03,0.53,0.0,0.08,0.38,151.83,4.0,542.0,136.0,0.76,mandopop
213,Strange Clouds,130.74,False,"Sarah, the Illstrumentalist",MOMENTS,0.81,0.44,0,-10.27,1.0,0.06,0.01,0.9,0.11,0.8,122.05,4.0,261.0,64.0,3.35,study
214,House Party - Doe Schite Remix,257.69,False,Aaron Smith;Malik Hart,House Party,0.69,0.77,0,-4.97,1.0,0.24,0.0,0.0,0.04,0.44,121.96,4.0,522.0,132.0,3.35,chicago-house
215,Algo Contigo,210.41,False,Rosario,Halloween 2022 Pop Vol. 1,0.71,0.75,1,-5.54,1.0,0.16,0.67,0.0,0.14,0.74,96.15,4.0,321.0,80.0,2.37,spanish
216,Volume Três (Acústico) - Ao Vivo,187.79,False,Douglas & Vinicius,"Douglas & Vinicius: Acústico, ao Vivo",0.67,0.67,0,-4.64,1.0,0.04,0.81,0.0,0.82,0.55,146.04,4.0,454.0,112.0,3.35,forro
217,Espelho Espelho Meu,173.22,False,Banda A Loba,Espelho Espelho Meu,0.8,0.59,11,-6.07,1.0,0.03,0.8,0.0,0.12,0.88,126.0,4.0,359.0,90.0,0.75,forro
218,Geração Coca-Cola,141.4,False,Legião Urbana,Mais Do Mesmo,0.57,0.89,6,-5.79,0.0,0.04,0.08,0.0,0.07,0.83,97.9,4.0,225.0,56.0,1.17,brazil
219,Tongue,303.75,False,Anenon,Tongue,0.47,0.65,5,-13.16,1.0,0.06,0.71,0.89,0.09,0.31,179.1,4.0,906.0,228.0,1.28,idm
220,Diga - Ao Vivo,297.24,False,Dorgival Dantas;Xand,Simplesmente Dorgival Dantas (Ao Vivo),0.39,0.76,9,-4.86,1.0,0.1,0.68,0.0,0.53,0.58,172.8,4.0,843.0,211.0,1.34,forro
221,Burnin Love - Rave Radio Edit,261.16,False,Critical Mass,Burnin Love,0.55,0.92,8,-7.48,0.0,0.05,0.01,0.62,0.08,0.18,165.03,4.0,713.0,179.0,2.73,happy
222,Conflicto,166.82,False,Timothy Infinite,Cielo,0.78,0.72,6,-6.74,1.0,0.05,0.08,0.88,0.27,0.4,93.98,4.0,259.0,65.0,1.17,study
223,渋谷川,292.23,False,Keyakizaka46,サイレントマジョリティー (Special Edition),0.52,0.73,1,-3.87,1.0,0.03,0.39,0.0,0.12,0.57,93.0,4.0,442.0,110.0,2.37,j-idol
224,Serene Rain,116.79,False,Deep Sleep Rain Sounds,All Night Rain Sounds,0.2,1.0,1,-22.53,1.0,0.04,0.93,0.69,0.97,0.0,50.49,3.0,99.0,32.0,2.37,sleep
225,Mostra,148.12,False,Henry Freitas,O Forró Voltou,0.54,0.93,10,-1.37,1.0,0.07,0.56,0.0,0.14,0.76,160.01,4.0,375.0,93.0,0.76,forro
226,Fixed Emotions,158.16,False,rec.memos,Fixed Emotions,0.76,0.38,7,-11.72,0.0,0.06,0.53,0.87,0.12,0.26,80.03,4.0,210.0,51.0,4.07,study
227,Strummer Boy,129.82,False,Dusty Decks,RPM,0.68,0.36,11,-9.9,0.0,0.16,0.93,0.95,0.12,0.42,84.9,4.0,182.0,44.0,0.75,study
228,A New Today - ANDY SVGE Remix,223.82,False,Endymion;Art Of Fighters;Lilly Julian;ANDY SVGE,Invincible,0.39,0.95,11,-3.94,0.0,0.06,0.18,0.0,0.1,0.39,152.0,4.0,557.0,140.0,0.75,happy
229,Gatinha,192.6,False,Marcynho Sensação,Junho 2K21,0.64,0.73,9,-6.98,1.0,0.09,0.18,0.0,0.07,0.62,132.08,3.0,434.0,144.0,1.34,forro
230,Sincronia,212.68,False,Samuca e a Selva,Ditados Populares Dançantes,0.79,0.55,11,-8.81,0.0,0.04,0.03,0.02,0.05,0.84,100.06,4.0,351.0,88.0,0.75,afrobeat
231,Better,310.57,False,Faderhead;Chris Harms,Better,0.44,0.76,9,-7.56,0.0,0.03,0.02,0.1,0.38,0.37,144.3,4.0,734.0,184.0,1.34,industrial
232,Astral Blood,616.43,False,Wolves In The Throne Room,Celestial Lineage,0.14,0.92,0,-8.11,1.0,0.08,0.0,0.79,0.35,0.06,149.29,3.0,1532.0,512.0,3.35,black-metal
233,Time Stands Still,216.47,False,xJ-Will;2Infinity,In Your Eyes Vol: I,0.8,0.28,2,-13.84,0.0,0.05,0.02,0.88,0.12,0.47,130.0,4.0,446.0,112.0,3.7,study
234,Future Underground,555.44,False,Alphaxone;protoU,Back to Beyond,0.07,0.1,0,-24.8,1.0,0.04,0.31,0.86,0.11,0.03,65.39,3.0,672.0,222.0,3.35,iranian
235,Ljusa Drömmar,158.98,False,Eleonora Feldt,Ljusa Drömmar,0.16,0.0,9,-34.12,1.0,0.04,0.99,0.91,0.07,0.06,73.86,3.0,196.0,65.0,1.34,sleep
236,Gaston - Brazilian Version,190.4,False,Mauricio Luz;Pedro Lopes,A Bela e a Fera,0.44,0.33,7,-15.1,1.0,0.07,0.81,0.0,0.14,0.7,72.41,4.0,248.0,62.0,4.07,disney
237,Segura,238.29,False,Amplexos;Digitaldubs;Leão Etíope do Méier;Lenine,Segura,0.54,0.53,0,-12.11,1.0,0.05,0.02,0.01,0.11,0.36,74.97,4.0,293.0,72.0,3.35,afrobeat
238,擱淺,236.13,False,Jay Chou,七里香,0.5,0.49,5,-7.16,1.0,0.03,0.67,0.0,0.16,0.13,122.71,4.0,481.0,121.0,1.28,mandopop
239,"Mulher Nova, Bonita e Carinhosa Faz o Homem Gemer Sem Sentir Dor",355.76,False,Amelinha,"Mulher Nova, Bonita E Carinhosa, Faz O Homem Gemer Sem Sentir Dor",0.48,0.44,5,-12.44,1.0,0.04,0.46,0.0,0.1,0.25,103.16,4.0,604.0,152.0,1.28,forro
240,Unashamed - Beauty In The Broken Album Version,304.85,False,Starfield,Beauty In The Broken,0.44,0.46,5,-7.88,1.0,0.03,0.1,0.0,0.19,0.14,153.99,4.0,776.0,195.0,1.28,afrobeat
241,Dawn of a New Day,291.11,False,Larry Heard;Loosefingers,Soundtrack From the Duality Double-Play,0.79,0.61,0,-12.85,1.0,0.06,0.03,0.94,0.1,0.46,106.02,4.0,510.0,126.0,3.35,chicago-house
242,Saudade da Minha Ex,203.1,False,Alemão Do Forró,As 20 Mais,0.83,0.92,8,-2.76,0.0,0.04,0.16,0.0,0.24,0.96,96.01,4.0,324.0,81.0,2.73,forro
243,A Flicker Of Hope,307.01,False,Wynardtage,A Flicker Of Hope,0.5,0.94,2,-5.96,1.0,0.04,0.0,0.62,0.25,0.41,133.0,4.0,663.0,166.0,3.7,industrial
244,Relevant,177.84,True,Chronic Law,Relevant,0.57,0.58,9,-7.02,1.0,0.4,0.09,0.0,0.09,0.32,73.0,3.0,243.0,80.0,1.34,j-dance
245,エキゾチックテレパシー,225.38,False,夜光性アミューズ,エキゾチックテレパシー,0.6,0.94,1,-5.79,1.0,0.06,0.1,0.0,0.37,0.66,160.01,4.0,596.0,148.0,2.37,j-idol
246,"All is Found (From ""Frozen 2"")",84.86,False,The Harp and the Piano,Disney Treats,0.45,0.02,9,-25.76,1.0,0.06,0.98,0.93,0.12,0.32,71.26,4.0,96.0,24.0,1.34,disney
247,Flack,281.19,False,Yimino;Nick Miller;Gina Beck,Breaker,0.75,0.35,2,-11.68,1.0,0.06,0.44,0.89,0.09,0.2,80.0,4.0,368.0,93.0,3.7,idm
248,Save A Life,344.25,False,Dougal;Gammer,Save A Life,0.57,0.94,10,-2.93,1.0,0.1,0.0,0.02,0.04,0.65,170.05,4.0,971.0,243.0,0.76,happy
249,Frevofoguete,206.07,False,BaianaSystem;Lucas Santtana,BaianaSystem,0.48,0.71,4,-8.8,1.0,0.05,0.01,0.9,0.11,0.66,155.1,3.9,529.0,132.0,0.92,afrobeat
250,FUE,242.83,False,Manuel Carrasco,FUE,0.74,0.42,6,-8.42,1.0,0.16,0.45,0.0,0.11,0.69,145.99,4.0,585.0,147.0,1.17,spanish
251,Tantinho,252.11,False,Silvanno Salles,Volume 15,0.76,0.78,0,-2.45,1.0,0.04,0.7,0.0,0.41,0.83,138.98,4.0,584.0,145.0,3.35,forro
252,Ruido Blanco De Costa,110.0,False,Ruido Blanco Hart;Musica para Bebes;Canciones De Cuna Para Dormir Bebes,Ruido Blanco De Ondas Para Bebés Durmiendo Vol. 1,0.32,0.07,11,-40.26,0.0,0.06,0.99,0.97,0.11,0.03,149.98,4.0,269.0,67.0,0.75,afrobeat
253,Der løver sover søtt,84.72,False,Nils Jørgen Kaalstad;Anders Bye,Løvenes Konge (Originalt Norsk Soundtrack),0.67,0.38,5,-15.0,1.0,0.22,0.81,0.0,0.3,0.86,138.34,4.0,188.0,47.0,1.28,disney
254,Western Skies,162.48,False,Hot Rize,When I'm Free,0.68,0.64,9,-7.23,1.0,0.03,0.69,0.03,0.32,0.91,129.87,4.0,334.0,83.0,1.34,bluegrass
255,Chicago House Scene - Freaky Mix Silk Extended Edit,290.14,False,"Fast Eddie;Steve ""Silk"" Hurley","The Chicago LP, Volume 3 of 4",0.96,0.88,11,-5.38,0.0,0.15,0.0,0.0,0.28,0.36,117.51,4.0,560.0,140.0,0.75,chicago-house
256,Eu Me Apaixonei Pela Morena,172.36,False,Josué Bom de Faixa,O Bom de Faixa,0.67,0.9,8,-5.63,0.0,0.03,0.82,0.0,0.12,0.84,148.77,4.0,426.0,106.0,2.73,forro
257,Me Dá um Beijo - Ao Vivo,211.97,False,Dorgival Dantas,Simplesmente Dorgival Dantas (Ao Vivo),0.56,0.94,9,-3.75,1.0,0.06,0.45,0.0,0.8,0.68,174.8,4.0,615.0,154.0,1.34,forro
258,マンハッタンでブレックファスト,269.15,False,Seiko Matsuda,Windy Shadow,0.73,0.67,10,-7.94,1.0,0.03,0.23,0.0,0.3,0.62,140.87,4.08,616.0,153.0,0.76,j-idol
259,Tum Jo Aaye (Lofi),154.91,False,Rudra;Neelesh,Tum Jo Aaye (Lofi),0.66,0.49,4,-15.1,1.0,0.2,0.09,0.0,0.14,0.24,139.98,4.0,350.0,88.0,0.92,indian
260,daft funk,109.71,False,sonolon,daft funk,0.58,0.67,6,-8.14,0.0,0.04,0.09,0.91,0.38,0.05,139.94,4.0,254.0,63.0,1.17,study
261,Gal U a Goodaz,180.43,True,Tony Matterhorn,Gal U a Goodaz,0.63,0.82,2,-3.86,1.0,0.26,0.29,0.0,0.03,0.86,105.86,3.0,314.0,104.0,3.7,j-dance
262,Intro - Wy Jouwe Gas,89.06,False,De Doelleazen,Wy Jouwe Gas,0.61,0.97,11,-3.78,1.0,0.05,0.02,0.0,0.25,0.77,150.0,5.0,216.0,53.0,0.75,happy
263,Fahrenheit Fair Enough,400.29,False,Telefon Tel Aviv,Fahrenheit Fair Enough,0.67,0.88,5,-8.74,1.0,0.04,0.22,0.77,0.1,0.04,130.0,4.0,860.0,217.0,1.28,idm
264,Snapshot,249.0,False,Fluke,Puppy,0.52,0.88,1,-8.8,1.0,0.05,0.0,0.02,0.12,0.31,127.05,4.0,521.0,129.0,2.37,breakbeat
265,Percuma,215.07,False,Slank,PISS,0.31,0.63,0,-8.51,1.0,0.05,0.14,0.0,0.05,0.5,171.83,4.0,579.0,144.0,3.35,bluegrass
